,formula,disorder
83262,Al4 Fe8 O19 Sr1,M
83263,Er1 Ga1 Rh1,O
83264,Ba4 In6 O13,O
83265,Hg1 P1 Rb1 S4,O
83266,Nb0.332 O12 P3 Pb3.668,S
83267,Cu1 Na11 O16 S3,V
83268,Ga1 Si1 V6,S
83269,Ag2 I10 Tl6,O
83270,Ir3 Sn7,O
83271,N2 U1 Y1,S
83272, Al0.09 Ca0.8 Fe0.34 Mg0.79 Mn0.01 Na0.02 O6 Si1.93 Ti0.02,S
83273,B7 Cd3 O13 S2,V
83274,C4.32 O34.56 P5.4 Pb8,M
83275,B6 Fe3 Nd4,O
83276,Br5 Rb3 Zn1,O
83277,Ge1 P4 Sr4,O
83278,Ba1 F4 O2 W1,O
83279,Cs1.72 Na0.35 Rb2.03 Sn20.31,M
83280,Ag2 Fe1 O12 P3 Sn1,M
83281,Ce0.05 Co1 O2.76 Sr0.95,M
83282,Cs1 Eu0.05 Gd0.95 Mo2 O8,S
83283,Ba2 F19 Rb3 Th3,M
83284,Bi0.815 Fe1 La0.185 O3,S
83285,Al2 Dy0.15 Tm0.85,S
83286,Co0.9 Si0.1,S
83287,Eu3 Ge5,O
83288,Cs5.67 Fe7 K3.33 O40 P10,S
83289,Eu1 N0.12 O2.82 Ti1,M
83290,Cr4 Nb1 Si1,S
83291,Al0.25 Fe1.75 Ti1,S
83292,B1 Mg2.95 N3,V
83293,Al64.5 Cr12.5,M
83294,Al2 Pr0.05 Y0.95,S
83295,Ag1 K3 Se8 Sn3,O
83296,Eu1 O7 Ti2 Y1,S
83297,Ba2 Cu3 Dy1 O6.84,V
83298,Ca1.15 Cu2 La1.85 O6,S
83299,Sb1 Te2 Tl1,O
83300,Cr0.113 Fe0.452 Mn0.565 Sb1,M
83301,Ca1 Ga0.2 Si0.8,S
83302,Ba2 Ca1.84 Cu3 O9.04 Tl2,M
83303,Al3.39 La11 Mn6.71 Ni2.9 Sn3.11,M
83304,In2 Ir1 Li1,O
83305,Cr0.97 Cu1 Mg0.03 O2,S
83306,Ba1 Ho4 O8 Sr1,S
83307,Ce0.973 Mn0.027 O2,S
83308,Na4 P2 Se6,O
83309,B2 Ba1 O6 Ti1,O
83310,Li3 O35 P5 U7,O
83311,C16 Fe4 O16 Si1,O
83312,Al0.14 B3.92 Cr0.71 Fe2.04 Mg4.61 O16 Si0.08 Ti0.5,S
83313,Co1 Cu0.04 Mn1 Sn0.96,S
83314,Na1 O6 Re1 Sr2,V
83315,Al0.01 Co0.19 Mn0.3 Na1 Ni0.5 O2,S
83316,Ba1.4 Cu3 O6.98 Pr1 Sr0.6,M
83317,Lu4.28 Mg2.72 Ni2,S
83318,Li1 Tl1,O
83319,Mn15 Si26,O
83320,Ba1 S2 Sn1,O
83321,Ca0.656 Cu1 O2 Y0.164,M
83322,Al5 Co2,O
83323,Ba1 S2,O
83324,Cr0.3 Cu0.7 Fe1.7 Ni0.3 O4,S
83325,F4 Ga1 K1,O
83326,Bi2 I9 Tl3,O
83327,Bi0.86 Fe1 La0.14 O3,S
83328,Al1 B1 Be1 O7 Y2,S
83329,Cl2 O2 Pb3,O
83330,Gd11 Hg45,O
83331,Al43 Cr4 Lu6,O
83332,Cu2 Ge2 Pr1,O
83333,Ba1 Dy1 Ga1 O7 Zn3,S
83334,Al0.79 Cr1.21 Mg1 O4,S
83335,Na1 P2 Pr1 S6,O
83336,Al6 Cl2 Ge6 K4.8 Na3.2 O32,M
83337,Mo1 Te3 Tl4,S
83338,Cr2 Nb0.8 Si0.2,S
83339,Co0.2 Ni0.8 O3 Sm1,S
83340,Cl8 O12 Si4 Sr8,O
83341,Cd0.5 Ce0.6 Cu2 O9 Pb0.5 Pr1.6 Sr1.8,M
83342,O0.95 Sc1,V
83343,B7 La2 Re3,O
83344,Fe1 S5 U2,O
83345,Al4 Au1 Er1 Ge2,O
83346,Al0.98 Ca2.83 Fe1.19 O12 Si3,S
83347,Cl2 Cu1,O
83348,Ba0.2 Ga2 Sr0.8,S
83349,Co3 Na3.5 O15 P4,V
83350,Ge6 Lu4 Rh7,O
83351,O16 Pr9,O
83352,Ba1 Cu8.46 Si4.54,S
83353,Na0.08 O1.88 Zr0.92,M
83354,Ge1 Mg1 O3,O
83355,Ho26.542 Mg16.818 Zn98.64,S
83356,C1 Fe1.8 Mn1.2,S
83357,Cr1 Mn0.5 Te2 V0.5,S
83358,B10 Ce2 Ni1,O
83359,Co0.4 Fe0.6 O2.56 Sr1,M
83360,Co1.88 Gd1 Ge0.12,S
83361,Th0.5 Zr1.5,S
83362,Co0.03 Li1.2 Mn0.58 Ni0.18 O2,S
83363,Ni0.25 S2 Ti1,V
83364,Cl1 Mn1 O3 Sr2,O
83365,P4 S3,O
83366,Al2.7 Mn0.3 Ti1,S
83367,Na2 O7 W2,O
83368,La1 O9 P3,O
83369,C3 Al2 Ti5,O
83370,Ge2.16 La2.12 Mn1,V
83371,F6 Fe2 Li1,S
83372,Cl6 Rb2 W1,O
83373,F4 Pd1 Sr1,O
83374,Li0.011 Mn2.989 O4,S
83375,C1 Cr0.2 Ti0.8,S
83376,Er1.8 Mn0.2 O3,S
83377,F1 K1 Nb1 O2,S
83378,Fe1.2 Ga1 O4 Zn0.8,S
83379,Ca1 Cu3 Ga2 Nb2 O12,S
83380,Al4.05 Co0.78 Mg1.22 O18 Si4.95,S
83381,Ba2.1 Cu3 O6 Y0.9,S
83382,Ba1 Bi0.15 Fe0.85 O2.84,M
83383,Bi3 Cl2 Li1 O4,S
83384,Mo3 Se3 Tl1,O
83385,Au0.17 Ba2 Ca2 Cu3 Hg0.69 O8.3,M
83386,Ba6 F34 Mg8.76 Mn2.24,S
83387,La1 S0.94 Se1.06,S
83388,Cu3 Ho0.667 O12 Ti4,V
83389,Cl1.45 Pb3.45 S6.55 Sb2.55,M
83390,Hg1 I2,O
83391,Cl3 N3 O2 S3,O
83392,As2 Ca1 Mn2,O
83393,Ca1 Li1 Pb1,O
83394,Ca1 Ni5,O
83395,Fe0.25 In0.99 O3.36 Ti0.76,M
83396,Li2.167 O8 Ti3.083 Zn0.75,S
83397,Ga2 Mg0.8 Ni0.2 O4,S
83398,Al2 Ho0.5 Nd0.5,S
83399,Ge3.93 Y3,V
83400,Al0.3 Ca0.29 Cu0.3 Fe0.09 K0.91 Na0.75 O10 Si3.7 Ti0.32,M
83401,Fe1.1 O8 Rb1 Si2.9,S
83402,Al0.2 Cr2 Nb0.8,S
83403,Pr1 Pt1 Sn1,O
83404,Ce2.67 S4,V
83405,C4 Cl2 F12 N3 P2 V1,O
83406,Ca0.5 O12 P3 Ti2,O
83407,B1 Co1.56 Re1.44,S
83408,Al3 Fe11 Sm6,S
83409,Al6.5 Fe5.5 Y1,S
83410,Fe15 Ga2 Ho2,S
83411,Mn3.3 Na0.2 Nd0.8 O12 Ti3.7,M
83412,Ca2 O14 V4 Zn2,O
83413,Bi3 Br16 Tl7,O
83414,Ho5 Pd2 Sb1,O
83415,Ce2 Ni7,O
83416,Ca0.5 Cs0.5 P1 S4 Sm0.5,S
83417,Ba4 Cu0.5 Na1 O8 Pt1.5,M
83418,Al1 Cu1 K1 O8 P2,V
83419,Ga8 Rh3 Tb3,O
83420,Ba1.5 Cu3 Nd1 O6.96 Sr0.5,M
83421,Au3.79 Cr5.37 Zn91.75,M
83422,K3 O12 S3 Yb1,O
83423,Cd45 Gd11,O
83424,Cl12 I2 Nb6,O
83425,Cl6 Cs2 Re1,O
83426,C1 Cl2 Sc2,O
83427,B4 Er1 Ru4,O
83428,Cr1 Li1 O4 Zn2,S
83429,Ag3.4 Al14.4 O48 Rb11 Si9.6,M
83430,Nd0.99 Sb3 V0.96,V
83431,Nd0.9 Ni1 O4 Sm0.6 Sr0.5,S
83432,Al0.99 Cu0.01,S
83433,Cd1 S0.8 Se0.2,S
83434,Cr0.3 N1 Zr0.7,S
83435,Cr0.3 Mn0.7 P1,S
83436,La1 Mn0.1 Ni0.9 O4 Sr1,S
83437,Ag3 Sb1 Se3,O
83438,Al1 Pb3 Zr5,O
83439,O2 V0.13 Zr0.87,S
83440,B0.03 Ga0.97 Ni3,S
83441,B2 Gd1,O
83442,B2 Ce1 Ir1.5 Rh1.5,S
83443,Co3 Ga2 Pr1,S
83444,Ge1 Ni2 Sr1,O
83445,Eu0.05 Ga2 O4 Zn0.95,S
83446,Ba1 Ca0.36 Er1.64 Ni1 O5,S
83447,As2 Cs2 Si1,O
83448,C1 Ge1 Mn3,O
83449,Ce1 Ni3,O
83450, Al0.07 Ca1.85 Fe0.02 Mg0.03 Mn0.04 Na0.14 O7 Pb0.01 Si2 Zn0.85,S
83451,Ag2 Nd1 S3 Tl1,O
83452,Ba1.6 Ca2 Cu3 O9.752 Sr0.4 Tl1.772,M
83453,B0.118 Fe1.652 Nd0.1652 Si0.0708,S
83454,Ge4 Tb1.98 Ti3,V
83455,Ba2 Ir1 Lu1 O6,O
83456,Sc0.666 Te0.999,V
83457,Co1.5 Fe1.5 O9.25 Pr3 Sr1,M
83458,Co0.4 La2 Mn1 Ni0.6 O6,S
83459,Ag0.94 Ge1 La3 Se7,V
83460,C3.6 B11.4,S
83461,Au3 La1.82 Mg14.36,M
83462, Al0.885 Cr0.996 Fe0.41 Mg0.688 Mn0.0054 Ni0.0035 O4 Ti0.0073 V0.004,S
83463,Fe2 Si3 Zr3,O
83464,Mn0.667 Na0.58 Ni0.333 O1.95,M
83465,Cu4 Ga2.25 Yb0.75,O
83466,Ba2 Cu3 O6.79 Y1,V
83467,Pd40 Sn31 Y13,O
83468,Er3 Ir4 Si13,O
83469,Al6 Cl2 Li3.85 Na4.15 O24 Si6,M
83470,B8 Ru11,O
83471,Co2 Ge1 O4,S
83472,Co1 Er1 Sn2,O
83473,Ge2 Ru1 Sm2,O
83474,Ba1 Co1 La1 O6 Ta1,S
83475,Ca0.228 Mn0.772 O3 Si1,S
83476,La4 Nb0.5 O14 Sc0.5 Ti3,S
83477,Au0.62 Pd0.74 Sn1,M
83478,Br2 Ce4 Ga5,O
83479,Ag1.5 Cd0.25 In2 Te4,M
83480,Cu10 Fe2 S13 Sb4,S
83481,Ba2 Co1 O6 Ru1,S
83482,B6 Co20 V3,O
83483,Ca0.85 O6 Pt1 Sr3.15,S
83484,Eu1 P1.35 Pt0.65,S
83485,Co0.2 Li0.34 Mn0.3 Ni0.5 O2,M
83486,Cr5.84 Zn94.85,M
83487,Ba2 Gd3 Li3 O32 W8,S
83488,Si2 Ti0.6 W0.4,S
83489,Cu3 Nd1 O8 Pb2 Sr2,V
83490,Ba3 O9 Os2 Zn1,O
83491,Co3.92 Fe0.08 La2 P4,S
83492,C2 Br1 Cs1 N2 Ni1,O
83493,Cs1 F7 Sb2,O
83494,Ge2 Nd2 Zn15,O
83495,B4 Cr1.9 Mo1.1,S
83496,Dy1 Ge2 Mn0.33,V
83497,Mo1 N3 Na3,O
83498,Cr1 Ge2 Na1 O6,O
83499,B2 Ba0.667 Pt3,V
83500,Ca0.4 Gd1.6 O6.88 Zr2,M
83501,Al0.6 Ca0.98 Ce0.01 Li0.01 N3 Si1.3,M
83502,Na3 P11,O
83503,Co1.8 Cu0.9 Ni0.3 S4,S
83504,C1 Cs1 I14 Zr6,O
83505,Cu1 La1.7 Nd0.3 O4,M
83506,Ag2 O3 Se1,O
83507,Dy2 Ni2.5 Si0.5,S
83508,Ca0.61 Fe0.49 Mg0.76 O6 Si2,M
83509,Ca2 Ga3 La1 O12 Zr2,S
83510,Co4 Ge7 Ti4,O
83511,Cr2 S4 V1,S
83512,Al6.24 Li20.08 Mg11.92 Zn61.78,S
83513,Na3 O1 P9 Sr7,S
83514,Al0.01 B1 Ca0.01 Fe1.26 Mg1.44 Mn0.03 O5 Sn0.19 Ti0.01,S
83515,Ni1 S1 Se1,S
83516,Ga1 Nd1 Pt4,S
83517,Mo1 O12 Te3 Y2,O
83518,Ag3 Er3 Ga8,O
83519,C2 Er1 Mo1,O
83520,Mn2 Sc0.08 Y0.92,S
83521,C6 Cl1 O10 Tc1,V
83522,Ge6 La8.933 O26 Sr0.62,M
83523,Cs10 Re6 S14,V
83524,Al2 Ho0.1 Nd0.9,S
83525,Ir2 Si1,O
83526,Te2 Tm1,O
83527,Cu1 K0.22 La1.78 O4,S
83528,Bi1 O3 Sr1,O
83529,Ni1 P1 Se3,O
83530,Pb1.333 Zr6.667,S
83531,Lu4 Mn1 S7,S
83532,Ge3 Ho1 Ni0.77,V
83533,B1 Pd4 Sr1,O
83534,As0.1 Se0.9 Sm1,S
83535,La0.5 Li0.2 Na0.3 Nb2 O6,S
83536,Ga6 Ge6 N2 Na8 O28,V
83537,Co1 Mn1 P0.5 Si0.5,S
83538,Cd1.5 Li2 Tl0.5,S
83539,La2.9 N11 Si6 Y0.1,S
83540,Li1 Sc1 Se2,O
83541,Ag0.79 Br6 O2 W2,V
83542,F2 Li1 O8 Si2 Y3,O
83543,Nb10 O27 Sr2,V
83544,Ba1 Ca1.94 Eu0.06 In6 O12,M
83545,Nb1 O5 U1,V
83546,Bi3.6 Se9 Sn3.6,M
83547,B9 Dy2 Ni15,O
83548,Co0.8 La1 Nb0.2 O3,S
83549,Bi0.48 Ni0.24 O3 Pb0.52 Ti0.76,S
83550,Al0.1 Co0.233 Li0.998 Mn0.333 Ni0.333 O2,S
83551,Hf6 Ni16 Si7,O
83552,Hg2 O4 V1,O
83553,B4 Ru4 U1,O
83554,Pb0.9 Sr0.1 Te1,S
83555,K2 O12 P3 Y1 Zr1,S
83556,Fe1.5 Mo3 N1 Pd0.5,S
83557,Cu1 Fe1 Yb1,S
83558,Li2 O3 Si1,O
83559,B1 Er2 Fe14,O
83560,Li1 Mn1 Ni0.5 O4 Ti0.5,M
83561,Co0.95 Fe2.05 O4,S
83562,Fe0.2 Ga0.8 La1 O3,S
83563,Mn23 Yb6,O
83564,In4.073 Lu21 Pt9.927,S
83565,Al1.137 Ca11 Ga5.863,S
83566,N0.82 Zr1,V
83567,Am1 Os2,O
83568,F3 La2 Ni1 O3,S
83569,Al1 Cu1 P2 Se6,S
83570,Co3 Sb4 U3,O
83571,Al95.04 K98.8 O384 Si96.96,M
83572,Cl4 Mn0.72 O1 Pb10.97 S25.31 Sb11.31,M
83573,B20 Ni21 Zn2,O
83574,Ge2.67 In2.67 P2.67,S
83575,Ba1.715 Cl0.221 Cu3 Na0.169 O6.895 Y1,M
83576,Bi12.71 K1.46 Pb1.57 Se21,M
83577,Ba1 Fe2 Se4,O
83578,Mn0.27 Zn0.73,S
83579,Ag2 F2 Nb2 O5,S
83580,Fe1 K1 N1 O7 P1,O
83581,Al1 Cu1 Ge1 Se4,M
83582,Al0.8 Ga0.2 O4 P1,S
83583,O2 Pb1 Rb2,O
83584,Au2.19 Cd0.81 Yb5,S
83585,Fe27.756 Nd3 Ti1.244,S
83586,Cl12 Os1 S2,O
83587,Eu1 Ge1 Ni2 P1,S
83588,Ag13 Eu2 Ga4,S
83589,Co1.5 Fe15.5 Sm2,S
83590,Mn0.481 Re0.519,S
83591,Ba2 Fe11 Ge2 O22,O
83592,In1 Na1,O
83593,Ba2 Cu2.84 Er1 Ni0.16 O6.968,M
83594,I1 P3 Se4,O
83595,As1 F6 Rb1,O
83596,As6.83 Nd6 Zn1.67,V
83597,Ho2 O7 Pb2,M
83598,Cs4 Se13 Tc6,O
83599,Co1 Ge3 Pr1,O
83600,Al6.2 Fe5.8 Y1,S
83601,Cs4 Se9 Sn3 Sr1,O
83602,Ba2 Ca0.84 Cu2 O8 Tl1.94,M
83603,B4 Gd1 Rh3.4 Ru0.6,S
83604,C3 Lu2.675 Ni21.325,S
83605,Ga3 Tb1,O
83606,Cl9 Cs3 Mo2,O
83607,Gd1 K1 Se2,O
83608,Ca1 La1 Mn1 Mo1 O5.92,M
83609,Al1.25 Co0.75 Dy1,S
83610,Cd1 Na1 Sb1,O
83611,Cr3 Na4 O14 U1,O
83612,C1 Cl18 Na1 W6,O
83613,B6 Gd1 Ni12,O
83614,Mo2.06 S3,O
83615,Ca0.2 La0.75 Mn1 O3,M
83616,Bi1.97 Se4 Sr1.06,V
83617,Eu1 Yb1,S
83618,Al3.4 Cu0.6 Sr1,S
83619,Cl0.79 N6.79 O3.42 Pr4 Si4,M
83620,Ba5 Sn3,O
83621,Cs3.75 Na0.36 Sn20.29,M
83622,Cl10 N5 P5,O
83623,Mg1 Pd1 Y1,O
83624,Fe1 Si1 Y1,O
83625,F3 Rb1 Zn1,O
83626,Ge1 O5 Rb1 Sb1,O
83627,Al0.5 V1.5,S
83628,Co1 Lu1 O3,O
83629,Nd2 O7 Sc2 Sr1,S
83630,Cl1 O4 Sb2 Yb1,O
83631,Bi2 Fe1 O7 V1,S
83632,Cl2 La4 O1 S4,S
83633,Cu1.84 La1 O6 Pb2 Sr1,M
83634,Ho1 La1 O3,O
83635,Cu1 Nd1 Ni4,S
83636,Hg41.29 Pu9.71,S
83637,Fe5 Li3 O8,S
83638,K1 S2 Sc1,O
83639,Fe1 Na4 O3,O
83640,Ga2.64 Sn0.36 Tb1,S
83641,Li1.8 O3 Zr1,V
83642,Cs2 S2 Te1,O
83643,Ba1 Ge1 Si1,S
83644,Er1 Sn3,O
83645,Ba1 Cd2 Sb2,O
83646,Eu2 O7 Pb2,M
83647,O13 Te5 Yb2,O
83648,Fe0.6 Li1 Mn1.4 O4,S
83649,K4 Mn1 Mo4 O15,O
83650,Dy0.5 Fe17 Pr1.5,S
83651,Ge3 Mg3 O12 Sm0.04 Y1.96,S
83652,Ba1 Eu0.2 La1.8 O5 Zn1,S
83653,Ce1 Ir1.8,V
83654,C1 B1 Ho1,O
83655,Gd0.4 O1.5 Pr0.6,M
83656,Ba3 Cu15 Se7.75 Te3.25,M
83657,O2 Rb1 Tl1,O
83658,Ca1 Mo1 O3,O
83659,Al0.1 B1 Mn0.9 O4 Pb1,S
83660,Bi2 Ce0.5 Cu2 Nd1.8 O10 Sr1.7,M
83661,Cu1 F7 Fe1 Na2,O
83662,Cu1 Ga1 O3 S1 Sr2,O
83663,Cd3 Cu2 P10,S
83664,Hg0.75 U0.25,S
83665,Au1 Fe13 Nd6,O
83666,Al0.25 Fe0.75 Na1 O2,S
83667,Ga1 Gd1 O5 Sr2,S
83668,Dy1 N1,O
83669,Br6 K2 Se1,O
83670,Ca0.33 Co0.03 La0.67 Mn0.97 O3,S
83671,Ag2 Bi4 Pb1 Se8,V
83672,Dy1 Rh2 Zn20,O
83673,Mn0.67 Na0.767 Ni0.33 O2,M
83674,Fe17 Gd2 N2,V
83675,Rb10 S14 Tc6,V
83676,Ge2.8 La6 Sb13.2,M
83677,Cd6 F2 O24 P6 Sr4,S
83678,Nb1 O4 Sb1,O
83679,Bi48 Cl56,O
83680,Co1 Na0.711 O2,V
83681,Cr3.6 Fe0.8 Nb0.6 Si3,S
83682,Bi6.6 Co0.47 O15.45 P2,M
83683,K7 Nb1 O24 S6,O
83684,Li0.08 O6 Sr0.96 Ta2,M
83685,Ag0.9 Bi0.9 Nb0.1 Sb0.1 Se2,S
83686,Co0.995 Li1 Mn0.005 O2,S
83687,Ca1.31 Ge1 Mn0.69 O4,S
83688,In0.7 Mn0.1 O3 Ti0.1 Y1 Zn0.1,M
83689,Fe11 O19 Sn1 Sr1,S
83690,Ag16.05 Te11 Tl2,V
83691,Ca1 Eu0.8 Ge3 O10 Y1.2,S
83692,Mo1 Rh3,O
83693,Cd2 K11 Sb5,O
83694,Au1 Sn1 U1,O
83695,O28 S8 Si1 Sr2,O
83696,Ca0.38 F2 Mn1.3 Na3.56 O16 Si4 Ti0.46 Zr2.3,S
83697,Cu1 Ga3 Tb2,S
83698,Cr1.6 Ga0.4 Se4 Zn1,S
83699,O2 Sc0.04 Ti0.95,M
83700,Ga2 Mn1 S4,V
83701,In1 Ni2,O
83702,Fe1.515 Ga0.485 Nb1,S
83703,Nd1 S5 U2,S
83704,C6 Li1 N4,O
83705,B1 Co4 Tm1,O
83706,Ca0.12 Cu1 La1.88 O4.058,M
83707,Bi7 Cu3 Pb3 S15,O
83708,U2 Zn17,O
83709,Bi0.8 O4 Pr0.2 V1,S
83710,Co2 Nb0.9 Si0.1,S
83711,Be0.1 Mg0.1 O1 Zn0.8,S
83712,Mo0.22 Na0.22 O5 V1.78,M
83713,C4 Fe12.2 Mo10.8,M
83714,Li0.98 Mo1 O2,V
83715,S2 U1,V
83716,Ge2 Ir1 U1,O
83717,Fe1 Mo3 S4,O
83718,Ga6 Sn1 Te10,O
83719,Ag8 Ge1 Se6,V
83720,Cl1 Li4 N1,O
83721,Cl1 Mo1 O5 P1 Rb1,O
83722,Bi1.6 Eu0.4 Mn4 O10,S
83723,Nd1 Tl1 Zn1,O
83724,B8 La9 Na3 O27,O
83725,C1 Gd1 Os2 P1,O
83726,Bi1 La1.97 O2.06 Sr0.03,M
83727,Ca3 O9 Si2 Sn0.95 Ti0.05,S
83728,Ce0.82 Ho0.1 O1.91 Sr0.08,M
83729,Ca0.01 Fe0.61 Mg1.38 O4 Si1,S
83730,Cd1.1 Mo3 Na3.8 O12,M
83731,Cu1.5 Se2 Y0.84,V
83732,Al1 Pd1 Th1,O
83733,Nd4 O19 Re5.49,V
83734,Ag23.28 Cl0.95 I0.05 Te12,M
83735,C6 Co1 Li1 N6 Rb2,O
83736,Na7 O24 Si4 U5,O
83737,K4 Mg1 O12 W3,O
83738,Er1 Rh2,O
83739,K1 Mn1 O2,O
83740,Ga2 La3 Ru2,O
83741,Cs2 Mo1 S4,O
83742,Ce0.975 O5.95 Ti2,V
83743,Ce1 Co1 Rh1 Si2,S
83744,Gd1 In0.6 Sn2.4,S
83745,Ca0.1 Cr1 La0.9 O3,S
83746,Ru1 Sb1 Te1,O
83747,Al0.7 Ga0.3 Nb3,S
83748,C4 Na4 O16 Ti1 Zr2,O
83749,N1 O2 Si1 Y1,O
83750,As1 Co5 O10 V1,S
83751,Cu1 Ge5 O14 Pb3,O
83752,Al0.1 Fe2.46 Mg0.42 O4 Ti0.03,S
83753,Al1.121 Ba1 Ca1 Co1.691 O7 Zn1.185,S
83754,F12 In2 Li4 Zn1,M
83755,Ir3 Si5,O
83756,Nb5 P1 Si3,O
83757,N1 Re2 Zr4,O
83758,Cu8 K5 Na3 O36 S8,O
83759,Cs1 O40 P8 W8,V
83760,Co1 Fe1 Ho2 O6,S
83761,Ce5 Cu1 Se8,S
83762,Cs1 Eu1 Mo2 O8,O
83763,Au1 Ho1,O
83764,In2 O7 Zn4,S
83765,Cr0.5 Li0.57 Mn1.5 O4,M
83766,Mo6.28 S2.24 Se5.76,M
83767,Bi24.28 Mg1.72 O40,S
83768,Bi1 O6.62 Os2 Tl0.97,M
83769,Ag2 O14 S1 Te4 Th1,O
83770,Co12.2 Fe4.8 Y2,S
83771,Ce3 Ni1.69 Sn7,V
83772,Hf0.006 O1.968 Zr0.994,M
83773,Co1 Na2 O14 P4 Zr1,O
83774,Co0.3 Fe0.35 Mn1 Ni0.35 P1,S
83775,Fe0.998 Nb0.002,S
83776,Cu2 Li2 O9 S2,O
83777,Co1 Li0.94 Mg0.06 O2,M
83778,B1 I1 O7 Pb6,O
83779,Bi4 Li1 Nb3 O14,O
83780,C1 B1 Ca3 Cl2 N1,O
83781,I3 Pb1 Rb1,O
83782,B1 Cr0.4 Re2.6,S
83783,B2 Mg3 Mn3 O10,O
83784,Ni3 Ti0.67 Zr0.33,O
83785,Co4 Fe1 Th0.4 Y0.6,S
83786,Eu1 Ni1.53 Sb2,V
83787,Ca0.85 F2.3 Th0.15,M
83788,F10 Na1 Y3,V
83789,Ag0.29 Bi0.24 In0.26 Pb0.22 Se0.2 Te0.78,M
83790,Ag1.2 Cs0.4 Tb0.8 Te2,O
83791,Li1 Mn1 Se2,O
83792,Ge4 Pd4 Sr3,O
83793,Ag1 Fe1 Te2,S
83794,Bi0.536 S3 Sb1.464,S
83795,B2 Li2 S5,O
83796,Al2 Ge4 Sr3,O
83797,Gd8 In7 Ru3,O
83798,F9 Lu7 O6,O
83799,Er1 Sb1 Zr1,O
83800,Ho0.205 O3 Y1.795,S
83801,Fe0.4 Mn1.6 Tm1,S
83802,Cu1 O2.02 Pr0.17 Sr0.83,S
83803,Ce1 Si1.8,V
83804,O4 Sn0.6 Ti0.2 Zn2 Zr0.2,S
83805,Ho1 Ni2 Sb2,O
83806,Co2 Nb0.5 Zr0.5,S
83807,Re1 Se2,O
83808,Ho1 In0.75 Mn1.25,S
83809,B2 Mg0.992,V
83810,Ca2.83 Fe1.42 O12 Si2.81,V
83811,Rh1 Sn1 Tm1,O
83812,Cu0.8 Eu1 Ga1.2,S
83813,Al8 K1.56 Na6 O32 Si8,V
83814,Rb3 S3 Sb1,O
83815,Ca0.076 Ge1 O5 Sr0.923 Ti1,S
83816,Ba2 Cu1 Hg0.817 O6.29 Re0.15,M
83817,Ce1 Fe2 Ga8,O
83818,Cu0.24 Fe2.018 O4 Zn0.76,S
83819,F6 K1 Ru1,O
83820,Ca0.97 Dy0.03 O3 Ti1,V
83821,Mo5 Ru8 Si5,S
83822,Co2.8 Gd4 Ge0.2,M
83823,Cl1 Cs2 Mo2 O7 Rb1,S
83824,B3 Lu1 O6,O
83825,C1.213 Fe9.196 Nd1 Si1.804,M
83826,C8 I2 Mo2 O8,O
83827,As0.88 Cr0.1 Mn0.9 P0.12,S
83828,F6 Mn0.1 Rb2 Ti0.9,S
83829,Ce1 Ru3 Si2,O
83830,Al1 Nd0.8 O3 Tb0.2,S
83831,Ca0.62 La0.38 Mn1 O3,S
83832,Eu2 Li1 Si3,O
83833,Fe0.19 Mn0.475 Na0.667 Ni0.285 O2 Zr0.015,M
83834,Co0.935 Li0.065 O1,S
83835,Ba1 F6 Ir1,O
83836,Ir1 Si1,O
83837,Ca0.06 Ga1 O6 Y2.94,S
83838,Eu1 Sb1 Se3,O
83839,  Al1.8403 Cr0.0781 Fe0.213 Mg0.7762 Mn0.0002 Ni0.0136 O4 Si0.0027 Ti0.0004 Zn0.0067,M
83840,Ag1 In1 O2,O
83841,Ba4 La2 Nb10 O30,S
83842,Fe1 Si2,V
83843,Br0.73 Cl3.27 K2 Pd1,S
83844,Mg0.43 Mn0.57 O1,S
83845,Fe0.6 Si0.2 V0.2,S
83846,K1 Nd1 O12 P4,O
83847,In1 Pt1 Sr1,O
83848,Cs2 Fe1 O16 V6,O
83849,Ba3 Ge3.94 Sn0.06,S
83850,Fe2 K3 O4,O
83851,Ba2 Ca1 Cu2.15 Hg0.62 O6.15,M
83852,Co16.6 Pr1 Sm1 Zr0.4,S
83853,Fe0.216 Li0.92 Ni0.864 O2,S
83854,Al2.6 O24 Rb2.69 Si9.4,M
83855,Ag10 Br3 Te4,V
83856,Cu0.8 Ga2.4 Se4,M
83857,Ba7 Mo1 Nb4 O20,S
83858,N2 Nd4 Se3,O
83859,Li1.132 Mn1.868 O3.982,M
83860,Au1 K2 P1,O
83861,Bi3.5 Nd0.5 O12 Ti3,S
83862,O1 Zr3,O
83863,Mo0.3 S2 Ta0.7,S
83864,Cl12.8 Cu16 I7.2 Rb4,M
83865,Ce1 Ga7.79 Pd3.21,S
83866,Hg1 Pd2 Se3,O
83867,Mo3 O8 Zn2,O
83868,Bi0.9 Fe1 O3 Sr0.1,S
83869,In2 La1 Rh1,O
83870,Ba1 F6 Pd1 Sr1,S
83871,Na1 O2 Sc1,O
83872,Cd2 K2 O12 S3,O
83873,Al0.1 Co1.9 Ho0.4 Y0.6,S
83874,Ge7 Mn6 Ni16,O
83875,Am1 Ir2,O
83876,Co0.25 Fe2 Ni0.5 O4 Zn0.25,S
83877,B2 Co2 Dy1,O
83878,Ba0.15 Eu0.85 F2.85,M
83879,S3 Sn2,O
83880,Cr1 K2 Mo1 O8 Pb1,S
